Wavelength,2013-02-04 15:40:48,2013-02-04 15:41:34,2013-02-04 15:42:20,2013-02-04 15:43:06,2013-02-04 15:43:52,2013-02-04 15:44:38,2013-02-04 15:45:24,2013-02-04 15:46:10,2013-02-04 15:46:56,2013-02-04 15:47:42,2013-02-04 15:48:29,2013-02-04 15:49:15,2013-02-04 15:50:01,2013-02-04 15:50:47,2013-02-04 15:51:33,2013-02-04 15:52:19,2013-02-04 15:53:05,2013-02-04 15:53:51,2013-02-04 15:54:37,2013-02-04 15:55:23,2013-02-04 15:56:09,2013-02-04 15:56:55,2013-02-04 15:57:41,2013-02-04 15:58:27,2013-02-04 15:59:13,2013-02-04 16:00:00,2013-02-04 16:00:46,2013-02-04 16:01:32,2013-02-04 16:02:18,2013-02-04 16:03:04,2013-02-04 16:03:50,2013-02-04 16:04:36,2013-02-04 16:05:22,2013-02-04 16:06:08,2013-02-04 16:06:54,2013-02-04 16:07:40,2013-02-04 16:08:26,2013-02-04 16:09:12,2013-02-04 16:09:58,2013-02-04 16:10:45,2013-02-04 16:11:31,2013-02-04 16:12:17,2013-02-04 16:13:03,2013-02-04 16:13:49,2013-02-04 16:14:35,2013-02-04 16:15:21,2013-02-04 16:16:07,2013-02-04 16:16:53,2013-02-04 16:17:39,2013-02-04 16:18:25,2013-02-04 16:19:11,2013-02-04 16:19:57,2013-02-04 16:20:43,2013-02-04 16:21:30,2013-02-04 16:22:16,2013-02-04 16:23:02,2013-02-04 16:23:52,2013-02-04 16:24:38,2013-02-04 16:25:24,2013-02-04 16:26:10,2013-02-04 16:26:56,2013-02-04 16:27:42,2013-02-04 16:28:28,2013-02-04 16:29:15,2013-02-04 16:30:01,2013-02-04 16:30:47,2013-02-04 16:31:33,2013-02-04 16:32:19,2013-02-04 16:33:05,2013-02-04 16:33:51,2013-02-04 16:34:37,2013-02-04 16:35:23,2013-02-04 16:36:09,2013-02-04 16:36:55,2013-02-04 16:37:41,2013-02-04 16:38:27,2013-02-04 16:39:13,2013-02-04 16:40:00
699.0,2189.74,2189.83,2192.54,2190.89,2187.51,2190.97,2192.07,2190.99,2189.48,2191.44,2192.74,2191.35,2189.79,2190.71,2192.8,2192.43,2193.1,2191.46,2192.28,2188.99,2191.98,2190.81,2192.64,2191.35,2185.31,2193.35,2132.8,2132.81,2131.72,2133.02,2133.66,2131.49,2133.12,2131.25,2132.33,2134.55,2133.22,2133.46,2134.68,2133.68,2134.41,2130.51,2132.92,2131.4,2132.56,2134.77,2131.09,2134.72,2134.08,2132.36,2133.9,2132.08,2133.48,2132.59,2130.28,2132.58,2133.22,2130.54,2127.26,2125.11,2122.11,2120.97,2122.36,2124.4,2123.86,2120.27,2121.79,2121.53,2121.82,2125.67,2121.09,2120.19,2120.38,2121.15,2117.31,2117.92,2116.16,2118.63
700.0,2191.26,2191.42,2194.27,2192.64,2189.38,2192.73,2193.78,2192.5,2190.94,2193.09,2194.37,2192.7,2191.6,2192.22,2194.47,2193.84,2194.83,2193.0,2194.05,2190.71,2193.82,2192.37,2194.29,2192.96,2187.18,2195.09,2134.96,2134.65,2133.92,2135.25,2135.61,2133.57,2135.08,2133.37,2134.45,2136.65,2135.43,2135.34,2136.83,2135.6,2136.46,2132.68,2134.76,2133.43,2134.54,2136.78,2133.46,2136.5,2136.28,2134.57,2135.99,2134.2,2135.49,2134.7,2132.32,2134.69,2135.26,2132.87,2129.24,2127.35,2124.5,2123.15,2124.51,2126.5,2125.94,2122.53,2124.04,2124.05,2124.02,2127.89,2123.49,2122.59,2122.52,2123.68,2119.49,2120.1,2118.44,2120.62
701.0,2192.49,2192.47,2195.18,2193.71,2190.39,2193.83,2194.71,2193.61,2192.06,2194.09,2195.19,2193.82,2192.64,2192.99,2195.48,2195.06,2195.59,2194.34,2195.04,2191.7,2195.0,2193.49,2195.46,2194.1,2188.08,2196.28,2136.46,2135.99,2135.2,2136.81,2137.2,2134.84,2136.75,2134.74,2135.79,2137.93,2137.01,2136.66,2138.23,2137.18,2137.87,2133.97,2136.41,2134.87,2136.07,2138.18,2134.82,2137.74,2137.67,2136.18,2137.5,2135.88,2136.96,2136.2,2133.8,2136.27,2136.86,2134.44,2130.82,2128.88,2126.23,2124.81,2126.04,2127.89,2127.52,2124.17,2125.47,2125.75,2125.76,2129.36,2125.08,2124.06,2124.16,2125.32,2120.97,2122.01,2120.13,2122.32
702.0,2192.37,2192.46,2194.91,2193.7,2190.4,2193.53,2194.55,2193.47,2192.21,2194.36,2195.02,2193.89,2192.67,2192.93,2195.63,2195.11,2195.69,2194.04,2195.11,2191.66,2195.11,2193.21,2195.67,2194.01,2188.03,2196.22,2137.04,2136.33,2135.66,2137.24,2137.5,2135.27,2137.43,2135.16,2136.1,2138.43,2137.4,2137.22,2138.53,2137.85,2138.35,2134.29,2137.04,2135.33,2136.57,2138.84,2135.4,2138.35,2138.07,2136.76,2137.97,2136.29,2137.46,2136.72,2134.58,2136.54,2137.32,2134.98,2131.28,2129.49,2126.91,2125.3,2126.67,2128.22,2128.12,2124.87,2125.87,2126.32,2126.66,2130.23,2125.71,2124.7,2124.68,2125.98,2121.75,2122.71,2120.92,2122.75
703.0,2190.06,2190.31,2192.71,2191.33,2188.18,2191.37,2192.41,2191.09,2190.01,2192.21,2192.84,2191.34,2190.67,2190.6,2193.29,2193.06,2193.27,2192.01,2193.02,2189.35,2192.85,2190.97,2193.41,2191.79,2185.76,2194.09,2135.22,2134.71,2134.15,2135.61,2135.81,2133.86,2135.77,2133.38,2134.43,2136.48,2135.62,2135.48,2136.66,2136.1,2136.64,2132.51,2135.56,2133.39,2134.83,2136.95,2133.58,2136.59,2136.27,2135.06,2136.04,2134.87,2135.96,2134.95,2132.8,2134.81,2135.81,2133.04,2129.69,2127.92,2125.26,2123.54,2125.36,2126.78,2126.57,2123.32,2124.48,2124.51,2125.04,2128.66,2124.27,2122.93,2123.23,2124.4,2120.23,2121.09,2119.48,2121.4
704.0,2191.86,2192.34,2194.36,2193.26,2189.87,2193.16,2194.21,2192.93,2191.83,2194.08,2194.5,2193.27,2192.21,2192.36,2195.19,2194.83,2195.04,2193.63,2195.04,2191.02,2194.37,2192.87,2195.14,2193.5,2187.7,2195.97,2137.75,2136.97,2136.14,2137.94,2137.87,2135.87,2137.7,2136.13,2136.55,2138.96,2137.5,2137.94,2138.77,2138.06,2138.79,2134.69,2137.69,2135.75,2137.16,2139.29,2135.87,2138.89,2138.64,2137.42,2138.35,2137.05,2138.19,2137.28,2135.22,2137.27,2137.9,2135.38,2131.97,2130.08,2127.43,2125.81,2127.87,2129.23,2128.84,2125.78,2127.01,2126.88,2127.59,2131.21,2126.46,2125.51,2125.55,2126.93,2122.6,2123.48,2121.82,2123.57
705.0,2193.2,2193.75,2195.8,2194.93,2191.3,2194.87,2195.71,2194.18,2193.36,2195.54,2196.25,2194.82,2193.84,2193.73,2196.79,2196.32,2196.73,2195.22,2196.43,2192.44,2195.67,2194.5,2196.45,2195.13,2189.16,2197.35,2139.4,2138.84,2138.05,2139.84,2140.1,2137.72,2139.67,2138.03,2138.42,2140.89,2139.47,2139.78,2140.79,2140.09,2140.89,2136.69,2139.79,2137.67,2138.97,2141.16,2137.81,2140.81,2140.52,2139.51,2140.52,2139.14,2140.22,2139.23,2137.23,2139.25,2139.85,2137.48,2134.02,2132.33,2129.46,2127.91,2130.17,2131.14,2131.05,2127.83,2129.28,2128.87,2129.88,2133.3,2128.51,2127.62,2127.67,2128.76,2124.84,2125.72,2123.85,2125.68
706.0,2196.49,2197.13,2199.0,2198.23,2194.54,2198.03,2198.85,2197.21,2196.82,2198.51,2199.48,2197.94,2197.14,2196.91,2200.14,2199.55,2199.68,2198.42,2199.46,2195.57,2199.07,2197.47,2199.41,2198.47,2192.49,2200.38,2142.96,2142.3,2141.75,2143.4,2143.9,2141.35,2143.52,2141.57,2142.16,2144.4,2142.98,2143.38,2144.23,2143.79,2144.44,2140.42,2143.17,2141.46,2142.51,2144.86,2141.56,2144.29,2144.14,2143.34,2144.11,2142.92,2143.81,2142.85,2140.78,2142.9,2143.67,2141.36,2137.7,2136.1,2133.38,2131.64,2133.84,2134.53,2134.79,2131.6,2133.25,2132.46,2133.77,2136.9,2132.23,2131.32,2131.56,2132.23,2128.47,2129.53,2127.31,2129.38
707.0,2194.27,2195.18,2196.85,2196.25,2192.48,2195.72,2196.66,2195.2,2194.85,2196.39,2197.36,2195.8,2195.22,2194.7,2198.03,2197.64,2197.77,2196.07,2197.39,2193.79,2197.03,2195.36,2197.63,2196.47,2190.3,2198.65,2141.6,2140.97,2140.02,2142.14,2142.32,2139.72,2141.89,2140.53,2140.57,2143.05,2141.24,2141.99,2142.77,2142.09,2143.09,2139.07,2141.62,2139.94,2140.95,2143.38,2140.08,2142.82,2142.54,2142.1,2142.62,2141.53,2142.2,2141.36,2139.4,2141.61,2142.19,2139.8,2136.06,2134.51,2131.86,2130.09,2132.1,2133.33,2133.35,2130.33,2131.93,2131.19,2132.55,2135.59,2130.67,2129.94,2130.21,2130.79,2127.24,2128.13,2125.85,2128.12
708.0,2193.3,2194.23,2195.82,2195.04,2191.68,2194.94,2195.83,2194.33,2193.74,2195.72,2196.35,2195.1,2194.41,2193.88,2197.14,2196.7,2196.8,2195.17,2196.46,2192.82,2195.94,2194.62,2196.46,2195.69,2189.54,2197.61,2141.03,2140.36,2139.8,2141.68,2142.01,2139.24,2141.6,2140.27,2140.38,2142.53,2141.1,2141.64,2142.42,2141.67,2142.69,2138.69,2141.21,2139.7,2140.91,2142.93,2139.66,2142.32,2142.29,2141.6,2142.12,2141.15,2141.77,2140.8,2138.82,2141.35,2141.79,2139.59,2135.95,2134.47,2131.55,2129.74,2131.8,2133.03,2133.0,2130.07,2131.63,2130.83,2132.19,2135.45,2130.65,2129.65,2129.96,2130.43,2126.89,2127.8,2125.35,2128.13
709.0,2188.44,2189.45,2191.42,2190.6,2187.09,2190.54,2191.02,2189.65,2189.31,2191.1,2191.8,2190.35,2189.82,2189.27,2192.39,2192.04,2192.25,2190.44,2191.88,2188.26,2191.19,2189.79,2191.81,2190.98,2184.75,2192.89,2137.05,2136.37,2135.76,2137.73,2137.91,2135.19,2137.72,2136.19,2136.44,2138.34,2137.06,2137.76,2138.51,2137.69,2138.79,2134.68,2137.28,2135.8,2136.84,2138.86,2135.82,2138.49,2138.31,2137.6,2138.16,2137.16,2137.81,2136.71,2135.0,2137.38,2137.87,2135.68,2131.96,2130.42,2128.01,2125.64,2127.83,2129.17,2128.78,2126.16,2127.66,2126.89,2128.4,2131.86,2126.61,2125.9,2125.88,2126.56,2123.1,2124.03,2121.44,2124.1
710.0,2187.27,2188.26,2190.01,2189.02,2185.59,2189.12,2189.76,2188.22,2187.92,2189.82,2190.34,2189.24,2188.38,2187.79,2190.98,2191.03,2191.02,2188.85,2190.48,2186.86,2189.63,2188.5,2190.72,2189.7,2183.46,2191.38,2136.19,2135.41,2134.63,2136.71,2137.01,2134.31,2136.94,2135.17,2135.52,2137.35,2136.08,2137.12,2137.58,2136.66,2138.01,2133.63,2136.33,2135.01,2135.95,2137.85,2135.0,2137.69,2137.22,2136.39,2136.93,2136.22,2136.82,2135.65,2134.09,2136.61,2136.99,2134.7,2131.22,2129.41,2127.25,2124.68,2126.76,2128.38,2128.07,2125.18,2127.0,2126.14,2127.72,2131.21,2125.86,2125.22,2125.12,2125.5,2122.25,2123.39,2120.44,2123.43
711.0,2186.51,2187.46,2189.19,2188.21,2184.91,2188.42,2189.01,2187.63,2187.72,2189.08,2189.33,2188.43,2187.72,2187.13,2190.22,2190.41,2190.07,2188.09,2190.03,2186.07,2189.05,2187.64,2189.74,2189.15,2182.81,2190.62,2136.13,2135.21,2134.45,2136.57,2136.69,2133.89,2136.67,2135.11,2135.1,2137.21,2135.95,2137.07,2137.26,2136.37,2137.69,2133.52,2135.94,2134.86,2135.76,2137.43,2134.75,2137.56,2136.87,2136.33,2136.6,2136.09,2136.82,2135.51,2133.78,2136.4,2137.0,2134.37,2131.0,2129.44,2127.17,2124.41,2126.57,2128.17,2127.93,2125.13,2126.96,2125.77,2127.51,2131.45,2125.77,2124.95,2125.32,2125.33,2122.31,2123.46,2120.48,2123.17
712.0,2186.4,2187.32,2189.13,2187.98,2184.73,2188.23,2188.68,2187.42,2187.65,2188.84,2189.11,2188.15,2187.49,2186.93,2190.1,2190.22,2189.64,2187.94,2189.66,2185.86,2188.64,2187.21,2189.47,2189.09,2183.0,2190.53,2136.27,2135.43,2134.62,2137.04,2137.01,2133.97,2137.22,2135.38,2135.25,2137.34,2136.16,2137.5,2137.49,2136.56,2138.0,2133.86,2136.2,2135.05,2136.01,2137.65,2134.96,2137.49,2136.93,2136.38,2137.0,2136.32,2137.12,2135.77,2133.91,2136.51,2137.19,2134.39,2131.04,2129.91,2127.56,2124.91,2127.05,2128.28,2128.07,2125.3,2127.21,2126.01,2127.61,2131.72,2126.08,2125.4,2125.84,2125.91,2122.69,2124.14,2120.77,2123.56
713.0,2186.5,2187.23,2189.34,2188.11,2184.67,2188.27,2188.58,2187.38,2187.5,2188.96,2189.24,2188.13,2187.5,2187.16,2190.0,2190.19,2189.77,2187.77,2189.59,2186.04,2188.68,2187.38,2189.45,2189.13,2183.03,2190.48,2136.69,2136.1,2134.97,2137.5,2137.33,2134.31,2137.67,2135.84,2135.6,2137.85,2136.45,2138.1,2137.75,2137.0,2138.35,2134.16,2136.58,2135.38,2136.52,2138.16,2135.24,2137.68,2137.16,2136.54,2137.53,2136.63,2137.43,2136.2,2134.42,2137.03,2137.36,2134.8,2131.54,2130.61,2127.98,2125.45,2127.63,2128.82,2128.69,2125.88,2127.62,2126.65,2127.96,2132.34,2126.82,2126.06,2126.29,2126.23,2123.22,2124.71,2121.36,2124.16
714.0,2182.99,2183.89,2185.75,2184.53,2180.86,2184.74,2185.01,2183.86,2183.95,2185.28,2185.75,2184.54,2183.95,2183.71,2186.55,2186.7,2186.16,2184.05,2186.07,2182.59,2185.23,2184.07,2185.94,2185.64,2179.57,2187.02,2133.83,2132.75,2132.11,2134.54,2134.09,2131.17,2134.75,2132.83,2132.47,2134.94,2133.49,2134.8,2134.76,2134.16,2135.3,2130.9,2133.53,2132.38,2133.48,2135.27,2132.12,2134.81,2133.99,2133.59,2134.52,2133.63,2134.45,2133.3,2131.27,2134.22,2134.51,2131.79,2128.51,2127.77,2125.09,2122.53,2124.69,2125.91,2126.0,2122.93,2124.71,2123.66,2124.96,2129.6,2124.05,2123.09,2123.18,2123.06,2120.11,2121.8,2118.4,2121.22
715.0,2179.27,2180.01,2181.92,2180.82,2176.83,2180.89,2181.44,2180.15,2179.99,2181.59,2182.13,2181.05,2180.02,2179.91,2182.98,2183.08,2182.15,2180.38,2182.28,2178.63,2181.54,2180.35,2182.31,2182.02,2175.75,2183.51,2130.73,2129.68,2128.81,2131.41,2130.69,2127.91,2131.48,2129.47,2129.26,2131.74,2130.37,2131.61,2131.74,2131.05,2131.94,2127.56,2130.37,2129.22,2130.2,2132.05,2129.03,2131.73,2130.8,2130.26,2131.7,2130.56,2131.47,2130.25,2128.14,2131.1,2131.24,2128.64,2125.35,2124.81,2121.96,2119.34,2121.54,2122.8,2122.94,2119.65,2121.71,2120.71,2122.04,2126.73,2121.24,2119.93,2120.08,2119.89,2117.08,2118.72,2115.59,2118.17
716.0,2177.87,2178.7,2180.64,2179.52,2175.44,2179.54,2180.26,2178.93,2178.62,2180.38,2180.6,2179.64,2178.58,2178.53,2181.44,2181.82,2180.57,2178.95,2180.48,2177.37,2180.23,2179.01,2180.92,2180.74,2174.28,2182.08,2129.73,2128.67,2128.15,2130.43,2129.72,2126.7,2130.55,2128.27,2128.53,2130.8,2129.55,2130.6,2130.95,2130.14,2130.94,2126.79,2129.38,2128.32,2129.41,2130.98,2127.99,2130.52,2129.86,2129.37,2130.86,2129.88,2130.61,2129.22,2127.04,2130.12,2130.43,2127.62,2124.21,2123.9,2121.06,2118.43,2120.73,2122.13,2121.97,2118.68,2120.94,2119.67,2121.19,2125.92,2120.36,2119.12,2119.42,2119.04,2116.19,2117.81,2114.8,2117.28
717.0,2177.47,2178.58,2180.33,2179.28,2175.07,2179.4,2180.12,2179.02,2178.49,2180.21,2180.3,2179.42,2178.21,2178.35,2181.36,2181.61,2180.44,2178.73,2180.34,2177.57,2179.91,2179.0,2180.83,2180.63,2174.05,2181.92,2129.86,2128.81,2128.33,2130.73,2130.02,2126.76,2131.02,2128.2,2128.66,2130.89,2129.8,2130.72,2131.21,2130.46,2131.1,2127.16,2129.64,2128.67,2129.76,2131.23,2128.08,2130.87,2129.98,2129.42,2131.1,2130.13,2130.97,2129.4,2127.26,2130.4,2130.63,2127.84,2124.69,2124.19,2121.27,2118.52,2120.87,2122.74,2122.28,2118.9,2121.24,2119.9,2121.23,2126.43,2120.64,2119.37,2119.88,2119.22,2116.57,2118.11,2115.48,2117.54
718.0,2174.37,2175.44,2177.36,2176.25,2171.94,2176.28,2177.08,2175.99,2175.68,2177.28,2177.03,2176.38,2175.33,2175.4,2178.19,2178.53,2177.6,2175.56,2177.51,2174.6,2176.95,2175.9,2177.93,2177.32,2171.42,2179.09,2127.43,2126.28,2125.66,2127.97,2127.42,2124.16,2128.46,2125.79,2126.03,2128.45,2127.04,2128.17,2128.4,2127.87,2128.51,2124.45,2126.92,2126.12,2127.14,2128.72,2125.48,2128.49,2127.47,2126.75,2128.91,2127.67,2128.43,2126.93,2124.64,2127.91,2127.95,2125.32,2122.29,2121.92,2119.05,2116.11,2118.53,2120.15,2119.54,2116.5,2118.7,2117.46,2118.91,2124.02,2118.48,2116.94,2117.41,2116.86,2114.19,2115.57,2112.97,2114.98
719.0,2167.34,2168.28,2170.31,2169.0,2164.94,2169.19,2170.04,2168.64,2168.77,2170.29,2170.19,2169.36,2168.5,2168.14,2171.08,2171.55,2170.64,2168.59,2170.44,2167.62,2169.85,2168.74,2170.78,2170.03,2164.41,2171.85,2120.94,2119.81,2119.53,2121.78,2121.0,2117.81,2121.93,2119.27,2119.63,2122.05,2120.61,2121.95,2121.62,2121.36,2121.95,2118.08,2120.39,2119.77,2120.71,2122.59,2118.97,2122.04,2120.96,2120.49,2122.52,2121.15,2121.94,2120.31,2117.83,2121.56,2121.45,2118.71,2115.67,2115.68,2112.63,2109.59,2111.73,2113.55,2113.16,2110.35,2112.51,2111.12,2112.85,2117.54,2112.06,2110.46,2111.27,2110.46,2107.87,2109.28,2106.68,2108.59
720.0,2160.94,2161.91,2163.71,2162.72,2158.25,2162.71,2163.57,2162.05,2162.22,2163.69,2163.61,2163.03,2162.14,2161.55,2164.76,2164.96,2164.04,2161.76,2163.86,2161.36,2163.28,2162.08,2164.13,2163.83,2158.03,2165.05,2115.02,2113.92,2113.78,2115.85,2114.84,2111.71,2115.73,2113.24,2113.62,2115.97,2114.53,2115.8,2115.59,2115.26,2115.97,2111.92,2114.26,2113.81,2114.71,2116.42,2113.14,2115.96,2114.89,2114.47,2116.22,2114.88,2115.95,2114.33,2111.83,2115.49,2115.2,2112.67,2109.45,2109.77,2106.81,2103.88,2106.05,2107.77,2107.29,2104.38,2106.56,2105.64,2107.01,2111.82,2106.2,2104.78,2105.34,2104.82,2102.1,2103.42,2100.84,2102.96
721.0,2159.56,2160.81,2162.29,2161.34,2157.17,2161.65,2162.17,2161.01,2160.99,2162.41,2162.67,2162.0,2160.64,2160.44,2163.35,2164.07,2162.69,2160.27,2162.5,2159.94,2161.96,2160.78,2162.73,2162.66,2156.76,2163.96,2114.07,2112.99,2112.98,2114.9,2114.14,2110.92,2115.12,2112.25,2113.01,2115.14,2113.7,2115.23,2114.78,2114.56,2115.21,2111.15,2113.53,2113.29,2114.08,2115.73,2112.19,2115.4,2114.11,2113.53,2115.34,2114.02,2115.17,2113.47,2111.17,2114.77,2114.6,2111.78,2108.69,2109.19,2105.99,2103.1,2105.48,2107.12,2106.68,2103.62,2105.96,2105.03,2106.4,2111.09,2105.42,2103.78,2104.83,2104.25,2101.67,2102.72,2100.23,2102.56
722.0,2159.36,2160.66,2162.23,2161.15,2157.22,2161.54,2162.06,2160.78,2161.04,2162.32,2162.65,2161.67,2160.77,2160.38,2163.22,2163.64,2162.68,2160.21,2162.46,2159.74,2161.7,2160.56,2162.52,2162.66,2156.62,2163.89,2114.39,2113.35,2113.28,2114.85,2114.36,2111.24,2115.44,2112.47,2113.38,2115.43,2114.05,2115.87,2115.11,2114.76,2115.32,2111.62,2113.74,2113.79,2114.5,2116.2,2112.58,2115.73,2114.34,2113.81,2115.65,2114.22,2115.4,2113.47,2111.43,2115.26,2114.79,2111.75,2109.05,2109.43,2106.31,2103.39,2105.94,2107.59,2107.23,2104.0,2106.49,2105.38,2106.81,2111.62,2105.91,2104.3,2105.23,2104.66,2101.84,2102.94,2100.67,2102.98
723.0,2159.23,2160.65,2162.19,2160.82,2157.02,2161.54,2161.86,2160.63,2160.84,2161.95,2162.52,2161.54,2160.54,2160.19,2163.02,2163.39,2162.46,2160.38,2162.09,2159.74,2161.3,2160.66,2162.25,2162.58,2156.56,2163.69,2114.39,2113.7,2113.41,2114.92,2114.75,2111.53,2115.53,2113.05,2113.8,2115.59,2114.31,2116.05,2115.32,2114.79,2115.53,2112.07,2113.81,2113.88,2114.64,2116.44,2112.68,2115.76,2114.45,2114.13,2115.85,2114.59,2115.74,2113.71,2111.67,2115.47,2114.83,2111.94,2109.2,2109.66,2106.51,2103.74,2106.01,2107.81,2107.49,2104.26,2106.79,2105.97,2107.01,2111.77,2106.17,2104.51,2105.82,2105.02,2102.03,2103.26,2100.96,2103.6
724.0,2157.89,2159.5,2160.9,2159.8,2155.75,2160.06,2160.64,2159.38,2159.6,2160.62,2161.19,2160.35,2159.31,2159.12,2161.72,2161.99,2161.18,2159.14,2160.74,2158.48,2160.26,2159.39,2160.95,2161.15,2155.48,2162.23,2113.56,2112.77,2112.48,2114.09,2113.7,2110.58,2114.63,2112.33,2113.06,2114.6,2113.53,2115.12,2114.51,2114.04,2114.62,2111.19,2112.98,2113.18,2113.88,2115.73,2112.04,2114.93,2113.53,2113.09,2115.1,2113.76,2114.78,2113.06,2110.74,2114.81,2113.89,2111.19,2108.33,2108.79,2105.64,2103.33,2105.07,2107.05,2106.87,2103.44,2106.01,2105.35,2106.24,2111.06,2105.53,2103.79,2104.95,2104.37,2101.15,2102.44,2099.98,2102.83
725.0,2153.84,2155.6,2157.05,2155.85,2151.9,2156.22,2156.78,2155.25,2155.7,2156.58,2157.22,2156.51,2155.62,2155.05,2157.64,2158.21,2157.12,2155.3,2156.67,2154.54,2156.45,2155.51,2157.21,2157.28,2151.57,2158.25,2109.93,2109.26,2109.19,2110.74,2110.32,2107.44,2111.14,2108.82,2109.8,2110.73,2110.45,2111.63,2110.96,2110.6,2110.98,2107.7,2109.48,2109.66,2110.32,2112.01,2108.57,2111.32,2110.05,2109.47,2111.8,2110.41,2111.19,2109.66,2107.42,2111.3,2110.46,2107.58,2104.86,2105.63,2102.38,2099.86,2101.56,2103.61,2103.43,2099.97,2102.55,2101.97,2102.83,2107.67,2102.31,2100.17,2101.57,2100.88,2097.94,2099.1,2096.61,2099.57
726.0,2150.29,2152.06,2153.17,2152.14,2148.42,2152.34,2153.29,2151.93,2152.09,2152.83,2153.57,2152.69,2152.02,2151.42,2153.84,2154.64,2153.32,2151.73,2153.09,2150.98,2153.01,2151.91,2153.66,2153.66,2147.99,2154.54,2106.84,2106.19,2106.1,2107.54,2107.18,2104.47,2108.04,2105.63,2106.6,2107.62,2107.43,2108.26,2107.98,2107.47,2107.65,2104.5,2106.39,2106.54,2107.32,2108.76,2105.49,2108.24,2106.83,2106.26,2108.4,2107.05,2108.08,2106.63,2104.31,2108.18,2107.22,2104.12,2101.5,2102.49,2099.57,2096.63,2098.34,2100.61,2100.29,2096.88,2099.17,2098.87,2099.77,2104.8,2099.23,2097.1,2098.48,2098.12,2094.85,2095.86,2093.55,2096.39
727.0,2145.07,2146.83,2148.14,2146.87,2143.18,2147.41,2148.08,2146.9,2147.06,2147.76,2148.32,2147.77,2146.66,2146.42,2148.51,2149.55,2148.37,2146.52,2148.02,2145.8,2147.71,2146.82,2148.7,2148.37,2142.99,2149.31,2102.16,2101.66,2101.38,2102.89,2102.39,2099.88,2103.42,2101.2,2101.94,2102.92,2102.82,2103.68,2103.48,2103.0,2103.21,2099.93,2101.68,2101.9,2102.55,2104.1,2100.95,2103.72,2102.39,2101.48,2103.66,2102.3,2103.43,2101.92,2099.53,2103.55,2102.86,2099.32,2096.65,2097.84,2094.94,2092.01,2093.78,2096.34,2095.78,2092.44,2094.5,2094.2,2095.23,2100.16,2094.55,2092.56,2094.06,2093.81,2090.26,2091.21,2089.22,2091.81
728.0,2142.62,2144.18,2145.34,2144.03,2140.6,2144.99,2145.27,2144.3,2144.58,2145.12,2145.57,2145.34,2144.08,2143.8,2145.77,2146.68,2145.64,2143.94,2145.57,2143.14,2145.27,2144.15,2146.04,2145.77,2140.18,2146.41,2100.09,2099.27,2099.47,2100.25,2100.04,2097.68,2101.19,2098.67,2099.78,2100.57,2100.46,2101.41,2101.13,2100.94,2100.71,2097.66,2099.51,2099.9,2100.17,2101.7,2098.73,2101.67,2100.07,2099.43,2101.33,2100.17,2101.23,2099.53,2097.29,2101.33,2100.56,2096.94,2094.5,2095.88,2092.9,2089.93,2092.08,2094.01,2093.65,2090.2,2092.17,2091.94,2092.93,2097.99,2092.38,2090.48,2091.93,2091.85,2087.97,2088.94,2087.18,2089.47
729.0,2139.66,2141.4,2142.38,2141.33,2137.54,2142.0,2142.32,2141.53,2141.68,2142.05,2142.49,2142.33,2140.99,2140.78,2142.74,2143.86,2142.78,2141.04,2142.69,2140.21,2142.41,2141.15,2143.06,2142.85,2137.01,2143.44,2097.39,2096.72,2096.72,2097.54,2097.26,2095.14,2098.56,2096.23,2097.07,2098.02,2097.76,2098.74,2098.44,2098.27,2098.07,2095.1,2096.88,2097.12,2097.58,2099.16,2096.04,2099.15,2097.37,2096.92,2098.85,2097.55,2098.61,2097.43,2094.66,2098.84,2098.08,2094.31,2091.58,2093.34,2090.26,2087.72,2089.48,2091.49,2091.14,2087.68,2089.51,2089.53,2090.44,2095.17,2089.51,2087.83,2089.42,2089.23,2085.45,2086.45,2084.77,2086.95
730.0,2135.38,2136.85,2137.82,2136.64,2133.25,2137.35,2138.03,2137.02,2137.12,2137.4,2137.71,2137.8,2136.51,2136.25,2138.28,2139.37,2138.31,2136.9,2138.21,2135.86,2137.8,2136.69,2138.52,2138.28,2132.71,2138.74,2093.27,2092.59,2092.5,2093.21,2093.36,2090.88,2094.38,2092.18,2092.89,2094.0,2093.5,2094.49,2094.17,2094.33,2093.83,2091.04,2092.73,2092.85,2093.59,2095.07,2092.05,2094.85,2093.21,2092.93,2094.8,2093.45,2094.55,2093.49,2090.63,2094.67,2094.1,2090.23,2087.35,2089.39,2086.13,2083.76,2085.58,2087.37,2087.29,2083.75,2085.69,2085.62,2086.32,2090.76,2085.6,2083.9,2085.49,2085.12,2081.42,2082.41,2080.71,2082.96
